20111117,0.1025049
20111002,0.0965392
20111005,0.0959351
20110925,0.1040632
20110922,0.1090032
20110915,0.1114651
20111023,0.1224508
20110909,0.1146996
20111118,0.1026291
20111122,0.0977405
20111012,0.118692
20111128,0.110844
20111022,0.123565
20110903,0.1114154
20110905,0.1100729
20111014,0.1202867
20110917,0.1112147
20111030,0.1128134
20111025,0.1222296
20111111,0.1101023
20111127,0.1104257
20111109,0.1124642
20110907,0.1099887
20111010,0.1125969
20111108,0.1130157
20111110,0.1107752
20111121,0.0977325
20111028,0.1132402
20110924,0.104056
20111015,0.1202963
20111105,0.1150281
20111103,0.1147412
20110919,0.1110881
20111009,0.1108059
20110902,0.1126354
20110923,0.1044667
20111029,0.1128567
20110912,0.1205926
20111019,0.1216621
20111017,0.1170968
20111027,0.1209468
20110911,0.12036
20111116,0.1024876
20110913,0.1185272
20111129,0.1103432
20111018,0.1199088
20111001,0.0978559
20110918,0.1090833
20111112,0.1078948
20110916,0.111935
20111026,0.1209377
20111024,0.1224758
20111003,0.0958309
20111006,0.0968273
20111130,0.114284
20111004,0.0952828
20111020,0.1233356
20110928,0.1008554
20111106,0.1138888
20111123,0.0984979
20110920,0.1111248
20111104,0.1154362
20111016,0.1209784
20111102,0.1130272
20111126,0.1070845
20110921,0.1114414
20111115,0.1037574
20111124,0.1009319
20111120,0.0977661
20110901,0.1123443
20110908,0.1097425
20110926,0.1050252
20111125,0.1012031
20111007,0.0967404
20111107,0.1131328
20110914,0.1129849
20111011,0.1152968
20111013,0.1204988
20110904,0.1106887
20111101,0.1112731
20111021,0.1253904
20110930,0.098913
20111008,0.1075423
20111031,0.111982
20111113,0.1083239
20110906,0.1102876
20110910,0.1191335
20110929,0.1008597
20111119,0.1012982
20111114,0.106789
20110927,0.1032278
