20111108,0.3098234
20111020,0.3110549
20110928,0.3404403
20111117,0.326247
20111016,0.3104557
20111008,0.3285087
20110920,0.3264936
20110919,0.326465
20111119,0.3292124
20110925,0.3381283
20111116,0.3261472
20111126,0.3186121
20110924,0.3396309
20110904,0.3224517
20110910,0.3174494
20111110,0.3143646
20110930,0.3388723
20110926,0.3379843
20111118,0.3269651
20111029,0.3139853
20110912,0.3144546
20111006,0.3434643
20111017,0.313568
20111124,0.3251783
20110917,0.3224386
20111011,0.3197146
20111104,0.3052515
20111005,0.3430487
20110922,0.3287923
20110918,0.3250258
20111012,0.3139471
20110921,0.3266861
20111003,0.3420694
20111123,0.3279458
20110908,0.3248131
20111022,0.3141991
20111013,0.3083338
20111101,0.3192264
20110913,0.3179967
20111010,0.3221768
20111112,0.3162289
20111129,0.3160588
20111111,0.316299
20111031,0.3158469
20111103,0.3063172
20111128,0.3150238
20110902,0.3198557
20110906,0.3246136
20111014,0.3069389
20111105,0.3060591
20111122,0.3296634
20111019,0.3121597
20111025,0.3188367
20110901,0.3187919
20111113,0.3166063
20111102,0.3104697
20111018,0.3121394
20111030,0.3139853
20110929,0.3404281
20111009,0.3258564
20111114,0.318908
20111021,0.3107348
20111023,0.3175566
20111002,0.3398942
20111001,0.3381987
20110905,0.3254669
20110903,0.3232288
20111125,0.3222091
20111120,0.3313416
20111106,0.3081075
20111024,0.3175335
20111028,0.3157065
20110916,0.3207771
20111007,0.3426747
20110907,0.3250465
20111127,0.3159266
20111027,0.312777
20110911,0.3146799
20110927,0.3384704
20111004,0.3438611
20111107,0.3099159
20110915,0.3203807
20111109,0.3116015
20111115,0.3209993
20111026,0.3128497
20110923,0.3357386
20111130,0.3135779
20110909,0.3201597
20110914,0.3203447
20111015,0.3069013
20111121,0.3316183
